quality,Noimages,Length,Difficulty,Mistakes,Numbers,first_person,mtld,Capitals in article,Positivity,Disgust,Surprise,Trust,Anticipation,negative,Sad_,Happy,Inspired,I do not care,Annoyed,Amused,Afraid,Polarity,subjectivity,No Celebs,caps,Adjectives,Afinnity,Strong subjectivity,Weak subjectivity,Valence,Arousal,Dominance,Anger intensity,Joy intensity,Sadness intensity,Fear intensity,Diversity,Balance,Lexical richness,Title Polarity,cursing
1,11.0,1037,50,0.999092229484386,9,316.297010607522,13.4447557587131,0,11.5631691648822,2.1413276231263403,1.07066381156317,7.49464668094218,8.137044967880088,11.134903640257,4.2826552462526815,10.2783725910064,11.5631691648822,7.92291220556745,2.1413276231263403,5.995717344753751,11.7773019271949,0.9679,0.384976190476191,1,1,0.141327623126338,-13.0,0.0376084860173578,0.0511089681774349,0.602640677966103,0.467701694915254,0.5865864406779661,0.10921686746988,0.17986746987951802,0.110819277108434,0.145,1,0.0,19.274368577739363,0.5,0
1,7.0,920,53,0.9893426189722491,10,327.173913043478,13.376239804654901,0,15.6177156177156,3.4965034965035,2.56410256410256,9.79020979020979,6.06060606060606,14.685314685314696,6.06060606060606,12.121212121212098,10.023310023310001,7.2261072261072306,6.29370629370629,7.45920745920746,10.955710955711,0.9997,0.22657755955628303,0,0,0.0979020979020979,-95.0,0.0217391304347826,0.041304347826087,0.5532661290322579,0.461491935483871,0.545298387096774,0.20685,0.14405,0.16785,0.29725,7,0.349927106111883,17.139039134584788,0.0,0
1,9.0,647,41,0.9994500962331591,10,375.579598145286,13.1358885017422,0,11.377245508982,2.69461077844311,0.29940119760479,5.389221556886231,8.982035928143711,8.383233532934131,5.68862275449102,10.7784431137725,13.4730538922156,6.58682634730539,2.69461077844311,11.6766467065868,8.383233532934131,0.4276,0.43159424433009297,2,0,0.173652694610778,2.0,0.0524691358024691,0.0833333333333333,0.5822959641255611,0.44456502242152507,0.5463991031390129,0.151125,0.080775,0.146075,0.142975,7,0.494871659305394,27.955207166853302,0.16499999999999998,0
0,6.0,524,60,0.999794026776519,0,286.259541984733,12.748962267678799,0,11.969111969112001,0.386100386100386,0.386100386100386,10.8108108108108,5.019305019305019,3.0888030888030897,1.5444015444015402,11.196911196911199,10.038610038609999,7.722007722007719,2.7027027027027,9.65250965250965,3.47490347490348,0.9974,0.5221582710219079,0,0,0.0733590733590734,35.0,0.0438931297709924,0.0534351145038168,0.6703356164383559,0.442869863013698,0.6098698630136989,0.0608275862068966,0.311413793103448,0.0948620689655172,0.10572413793103398,5,0.0,17.6111840378052,0.0,0
0,4.0,385,69,1.0,2,311.688311688312,12.958773993782401,0,8.571428571428571,1.9047619047619,3.3333333333333304,7.142857142857139,3.3333333333333304,8.095238095238098,12.857142857142902,14.7619047619048,10.476190476190501,9.52380952380952,3.8095238095238098,7.6190476190476195,8.095238095238098,0.9641,0.52719298245614,0,0,0.0476190476190476,-28.0,0.038961038961039,0.0467532467532468,0.553948275862069,0.45422413793103494,0.49601724137930997,0.08428125,0.191125,0.33003125,0.22459375,4,0.0,32.46136363636364,0.3,0
0,2.0,316,55,0.9993654822335021,0,379.74683544303804,13.4319095578584,0,12.666666666666698,1.33333333333333,0.0,12.0,2.6666666666666696,4.0,6.66666666666667,10.0,15.333333333333302,7.33333333333333,4.0,9.33333333333333,7.33333333333333,0.25,0.316933333333333,0,0,0.133333333333333,6.0,0.0126582278481013,0.0316455696202532,0.59070796460177,0.461902654867257,0.579106194690266,0.0717222222222222,0.0845,0.0295555555555556,0.183111111111111,0,-1.0,14.806338028169012,0.0,0
1,1.0,1112,38,1.0,13,310.251798561151,13.6403671204271,0,16.204690831556498,1.06609808102345,2.13219616204691,13.0063965884861,6.183368869936039,10.874200426439199,4.6908315565032,10.2345415778252,8.955223880597007,8.31556503198294,7.462686567164179,9.59488272921109,7.6759061833688715,0.9995,0.47574833930437394,2,0,0.219616204690832,72.0,0.041366906474820095,0.0953237410071942,0.604367187500001,0.43916927083333396,0.583286458333333,0.0212258064516129,0.193564516129032,0.0691290322580645,0.0915322580645161,11,0.655554777357089,17.380375258102163,0.375,0
0,9.0,1254,66,1.0,2,348.484848484849,12.8682898018135,2,13.5746606334842,2.2624434389140298,4.07239819004525,7.918552036199089,8.1447963800905,7.466063348416291,8.597285067873301,16.289592760181,12.217194570135698,15.610859728506801,4.977375565610862,15.610859728506801,14.705882352941199,0.9996,0.426444003527337,1,0,0.165158371040724,58.0,0.0606060606060606,0.0701754385964912,0.6174071246819339,0.46411450381679403,0.54527989821883,0.0931807228915663,0.343638554216867,0.0746626506024096,0.08800000000000001,8,0.33071891388307395,10.648991057096996,0.0,0
0,6.0,624,62,0.999355462455688,1,294.87179487179503,13.0599911004574,2,12.6153846153846,1.84615384615385,2.76923076923077,8.0,6.46153846153846,6.76923076923077,4.92307692307692,9.538461538461537,8.92307692307692,8.0,1.53846153846154,4.615384615384619,8.0,0.9528,0.49367196812849,1,0,0.0984615384615385,-8.0,0.0528846153846154,0.0544871794871795,0.5878247422680419,0.489340206185567,0.53958762886598,0.21276086956521698,0.24995652173913002,0.0837826086956522,0.207934782608696,3,0.0,30.5788808093582,0.5,0
1,2.0,1358,40,0.999861168957379,5,434.462444771723,13.1858361449669,0,16.7987321711569,1.743264659271,2.8526148969889102,13.7876386687797,4.75435816164818,10.3011093502377,5.07131537242472,13.3122028526149,9.66719492868463,6.18066561014263,4.59587955625991,7.60697305863708,8.874801901743268,0.9662,0.43504978354978396,2,0,0.17274167987321698,-13.0,0.0544518027961737,0.094186902133922,0.579637647058823,0.464974117647059,0.594242352941176,0.12556976744186002,0.156883720930233,0.0626046511627907,0.218906976744186,16,0.24206145913796398,22.631941120153183,0.0,0
1,3.0,768,42,0.999873912495272,2,355.46875,13.170485679076199,0,10.0,2.36842105263158,0.263157894736842,5.0,1.8421052631578898,9.736842105263161,11.052631578947404,10.0,9.21052631578947,8.15789473684211,3.4210526315789505,7.36842105263158,7.89473684210526,0.8681,0.316454921889704,1,0,0.131578947368421,-12.0,0.0390117035110533,0.0741222366710013,0.5917288888888891,0.47871111111111103,0.55384,0.104849056603774,0.261169811320755,0.104339622641509,0.182679245283019,4,1.6393596310755,23.93218927024325,0.0,0
0,26.0,3583,54,0.999438738283662,26,329.053865475858,13.418724745624,0,19.3129062209842,1.76415970287837,3.62116991643454,10.863509749303601,9.37790157845868,10.0278551532033,10.213556174558999,23.3983286908078,20.0557103064067,17.3630454967502,6.9637883008356605,16.52739090065,19.7771587743733,0.9993,0.434369090065954,6,0,0.255338904363974,44.0,0.0320960089310634,0.05442366731789,0.633776179056755,0.43282653876898497,0.5443884892086339,0.10122380952380901,0.223590476190476,0.0776523809523809,0.0704857142857143,16,0.0,8.563355193193901,0.0,0
0,6.0,332,41,0.997466751108296,6,313.253012048193,13.5327450494727,0,9.64467005076142,3.04568527918782,2.03045685279188,8.12182741116751,5.58375634517766,10.1522842639594,4.06091370558376,9.13705583756345,8.12182741116751,2.53807106598985,4.06091370558376,7.10659898477158,4.56852791878173,0.7206,0.438437001594896,0,0,0.0558375634517767,-25.0,0.0150602409638554,0.0572289156626506,0.563263157894737,0.4786,0.566073684210526,0.260388888888889,0.221,0.10616666666666699,0.29677777777777803,0,-1.0,23.195454545454545,0.2,0
1,4.0,1543,49,0.999872204472843,4,315.618924173688,13.0421753011274,0,15.9863945578231,1.02040816326531,4.42176870748299,12.2448979591837,6.9727891156462585,11.054421768707499,6.632653061224492,13.7755102040816,10.3741496598639,8.84353741496599,4.42176870748299,8.50340136054422,10.5442176870748,0.9995,0.43133024854963603,0,0,0.13265306122449003,42.0,0.0362459546925566,0.0828478964401295,0.5959107806691449,0.455193308550186,0.5667490706319711,0.0859438202247191,0.183640449438202,0.117561797752809,0.14341573033707902,3,0.942809041582063,8.806848289367586,0.0,0
0,11.0,475,44,0.999320498301246,12,286.315789473684,13.419111816019,0,12.5,1.33928571428571,5.803571428571429,11.160714285714299,7.58928571428571,10.7142857142857,5.803571428571429,6.25,11.160714285714299,2.23214285714286,3.125,6.696428571428571,6.25,0.9939,0.448535353535354,1,0,0.16964285714285698,4.0,0.0273684210526316,0.0989473684210526,0.616614035087718,0.4860994152046789,0.5486198830409361,0.0742888888888889,0.4180666666666671,0.102911111111111,0.124955555555556,4,0.43301270189221897,11.582174283281296,0.05000000000000002,0
1,2.0,1090,48,1.0,6,377.0642201834861,13.3607773268534,0,18.954248366013104,2.8322440087146004,3.26797385620915,12.2004357298475,8.49673202614379,8.278867102396509,5.664488017429191,13.9433551198257,12.418300653594804,9.80392156862745,3.92156862745098,7.189542483660129,9.80392156862745,0.9952,0.47504145766050504,0,0,0.135076252723312,-4.0,0.0321100917431193,0.0743119266055046,0.630722955145119,0.4397203166226911,0.5881029023746701,0.11395522388059698,0.157134328358209,0.125910447761194,0.155611940298507,10,1.16619037896906,16.60742496050553,0.1,0
0,4.0,329,49,0.9993792675356921,2,285.714285714286,13.4293960085707,0,8.23529411764706,0.588235294117647,1.7647058823529398,10.0,5.29411764705882,3.5294117647058796,2.35294117647059,8.823529411764712,13.529411764705904,2.35294117647059,1.1764705882352902,8.23529411764706,10.0,0.9928,0.390692640692641,2,0,0.12941176470588198,24.0,0.0212765957446809,0.0425531914893617,0.6624234234234239,0.4303333333333329,0.585576576576577,0.0856428571428572,0.17292857142857096,0.0797857142857143,0.0234285714285714,1,0.0,18.379021879021877,0.13636363636363635,0
0,6.0,514,63,0.9996143463170071,0,293.774319066148,13.094270419161502,0,12.1951219512195,1.6260162601626,1.2195121951219499,9.75609756097561,4.87804878048781,9.75609756097561,5.69105691056911,6.504065040650411,12.6016260162602,7.31707317073171,1.2195121951219499,7.31707317073171,7.72357723577236,0.975,0.611431623931624,0,0,0.0975609756097561,-14.0,0.0736434108527132,0.0678294573643411,0.6299375,0.4545625,0.53755,0.08325,0.23845,0.147275,0.080875,3,0.0,19.178386605783867,0.0,1
0,1.0,508,67,0.996943142449562,5,275.590551181102,13.2173196030846,1,13.986013986014,0.6993006993006989,3.84615384615385,3.84615384615385,7.692307692307691,3.4965034965035,5.94405594405594,12.9370629370629,10.1398601398601,10.8391608391608,2.0979020979021,8.74125874125874,4.1958041958042,0.9981,0.523532948532949,1,0,0.10139860139860099,49.0,0.0866141732283465,0.0492125984251969,0.7013292682926829,0.48860365853658505,0.551384146341464,0.021804347826087,0.45676086956521794,0.0,0.04780434782608701,3,0.0,39.21173708920188,0.0,0
1,1.0,546,29,0.9989858012170381,6,358.974358974359,13.437934223189304,0,13.0597014925373,2.23880597014925,2.6119402985074602,8.58208955223881,6.3432835820895495,14.925373134328401,8.208955223880599,10.820895522388101,2.98507462686567,6.71641791044776,3.35820895522388,5.2238805970149285,4.1044776119403,0.9953,0.42181429681429705,4,0,0.14925373134328399,29.0,0.032967032967032996,0.0457875457875458,0.573300492610838,0.475113300492611,0.591532019704434,0.0987608695652174,0.12019565217391301,0.17495652173913098,0.0736521739130435,2,0.5,15.110659898477154,0.375,0
1,2.0,880,51,0.999281264973646,7,320.454545454545,13.1007956985352,0,12.121212121212098,1.1655011655011698,3.03030303030303,6.06060606060606,6.06060606060606,3.96270396270396,4.4289044289044295,8.62470862470862,12.3543123543124,7.45920745920746,2.56410256410256,10.955710955711,8.15850815850816,0.998,0.40353864734299494,1,0,0.12820512820512803,31.0,0.0363636363636364,0.0636363636363636,0.65695,0.4459535714285711,0.5422571428571429,0.068234375,0.319921875,0.074140625,0.137703125,1,0.0,27.917000148214026,-0.2,0
1,11.0,505,63,0.998238402818556,0,253.465346534653,13.038792029887901,0,5.042016806722692,0.420168067226891,2.9411764705882297,2.10084033613445,5.882352941176469,2.9411764705882297,14.705882352941199,12.184873949579801,13.0252100840336,9.2436974789916,4.20168067226891,4.6218487394958,15.546218487395,0.9923,0.428861111111111,0,0,0.252100840336134,11.0,0.0415841584158416,0.0772277227722772,0.567853535353535,0.3857474747474751,0.4846666666666671,0.139333333333333,0.17275,0.04075,0.0631666666666667,4,0.0,17.79305785123967,0.15,0
1,3.0,453,53,1.0,1,355.408388520971,13.020552522062196,0,11.4068441064639,0.7604562737642591,0.7604562737642591,6.08365019011407,3.0418250950570296,3.0418250950570296,3.8022813688212898,11.787072243346,9.88593155893536,4.94296577946768,4.18250950570342,7.60456273764259,6.4638783269962,0.9884,0.372560507674144,0,0,0.15969581749049402,16.0,0.0198675496688742,0.0949227373068433,0.6375103448275861,0.44708965517241406,0.572868965517242,0.0135652173913044,0.234434782608696,0.0991739130434782,0.0658695652173913,3,1.4142135623731003,30.6,0.25,0
1,17.0,867,56,1.0,0,327.566320645905,13.448564097369196,0,13.126491646778,1.67064439140811,2.14797136038186,8.830548926014322,5.25059665871122,5.48926014319809,10.739856801909301,12.410501193317401,12.8878281622912,10.739856801909301,3.10262529832936,5.96658711217184,14.3198090692124,0.996,0.329288655788656,0,0,0.112171837708831,11.0,0.0276497695852535,0.0564516129032258,0.619503676470588,0.482172794117647,0.5354595588235289,0.066112676056338,0.225,0.14192957746478901,0.18539436619718302,5,0.4,22.51242829827916,-0.11333333333333333,0
0,5.0,452,58,1.0,2,274.336283185841,13.0543507291277,0,11.6981132075472,1.88679245283019,0.754716981132076,7.547169811320749,1.88679245283019,8.30188679245283,6.415094339622638,9.433962264150939,11.6981132075472,9.05660377358491,3.39622641509434,11.3207547169811,7.16981132075472,0.9526,0.507671230578207,1,1,0.120754716981132,10.0,0.0707964601769912,0.086283185840708,0.6014896551724139,0.464868965517241,0.5464965517241379,0.12284615384615401,0.268,0.208538461538462,0.0769230769230769,1,0.0,43.22670025188917,0.0,0
